Movement1,Movement2,SameClass,Subject1,Subject2,Distance
FirstDigitTouch,LiftOff,False,12,7,30.5077464575303
FirstDigitTouch,LiftOff,False,12,8,29.944184409793227
FirstDigitTouch,LiftOff,False,12,9,33.44075411261979
FirstDigitTouch,LiftOff,False,12,10,30.630658411978395
FirstDigitTouch,LiftOff,False,12,11,30.583312933932383
FirstDigitTouch,Replace,False,5,1,40.496226137852446
FirstDigitTouch,Replace,False,5,2,33.088699258468026
FirstDigitTouch,Replace,False,5,3,37.599031222542386
FirstDigitTouch,Replace,False,5,4,31.6149056016815
FirstDigitTouch,Replace,False,5,6,41.468214487777324
FirstDigitTouch,Replace,False,5,7,36.09007491715131
FirstDigitTouch,Replace,False,5,8,31.690352325319296
FirstDigitTouch,Replace,False,5,9,33.54401905461265
FirstDigitTouch,Replace,False,5,10,33.38721188357467
FirstDigitTouch,Replace,False,5,11,36.82095891323561
FirstDigitTouch,Replace,False,5,12,35.359239618251365
FirstDigitTouch,Replace,False,3,1,27.632011475948616
FirstDigitTouch,Replace,False,3,2,24.65720226805968
FirstDigitTouch,Replace,False,3,4,24.76255357295024
FirstDigitTouch,Replace,False,3,5,39.78384682711535
FirstDigitTouch,Replace,False,3,6,32.79405751325284
FirstDigitTouch,Replace,False,3,7,29.76496373339496
FirstDigitTouch,Replace,False,3,8,26.960609728661318
FirstDigitTouch,Replace,False,3,9,24.48582307575134
FirstDigitTouch,Replace,False,3,10,27.212176493121145
FirstDigitTouch,Replace,False,3,11,23.376548794829258
FirstDigitTouch,Replace,False,3,12,25.585657969339263
FirstDigitTouch,Replace,False,8,1,31.679618896734002
FirstDigitTouch,Replace,False,8,2,22.743438870222217
FirstDigitTouch,Replace,False,8,3,38.205614802567226
FirstDigitTouch,Replace,False,8,4,23.974685795000383
FirstDigitTouch,Replace,False,8,5,39.56316107141902
FirstDigitTouch,Replace,False,8,6,26.947902715603828
FirstDigitTouch,Replace,False,8,7,27.211677786800102
FirstDigitTouch,Replace,False,8,9,33.879642775079425
FirstDigitTouch,Replace,False,8,10,29.91592714595773
FirstDigitTouch,Replace,False,8,11,33.07995868509527
FirstDigitTouch,Replace,False,8,12,28.53166243321003
FirstDigitTouch,Replace,False,2,1,27.70076404574663
FirstDigitTouch,Replace,False,2,3,32.554199126485955
FirstDigitTouch,Replace,False,2,4,22.992256327697866
FirstDigitTouch,Replace,False,2,5,39.41514877117045
FirstDigitTouch,Replace,False,2,6,27.78391759403259
FirstDigitTouch,Replace,False,2,7,25.717589147402695
FirstDigitTouch,Replace,False,2,8,25.78192256084205
FirstDigitTouch,Replace,False,2,9,28.69921919534207
FirstDigitTouch,Replace,False,2,10,26.305413686763917
FirstDigitTouch,Replace,False,2,11,28.373139031959106
FirstDigitTouch,Replace,False,2,12,24.45608410409119
FirstDigitTouch,Replace,False,11,1,29.83188082046036
FirstDigitTouch,Replace,False,11,2,27.230106492478406
FirstDigitTouch,Replace,False,11,3,29.68089353488349
FirstDigitTouch,Replace,False,11,4,24.483121941135884
FirstDigitTouch,Replace,False,11,5,37.199730398516984
FirstDigitTouch,Replace,False,11,6,30.33992096591747
FirstDigitTouch,Replace,False,11,7,26.450042949009116
FirstDigitTouch,Replace,False,11,8,34.95238285483152
FirstDigitTouch,Replace,False,11,9,30.151205907712928
FirstDigitTouch,Replace,False,11,10,28.651862219184363
FirstDigitTouch,Replace,False,11,12,29.720711123156654
FirstDigitTouch,Replace,False,12,1,30.88229534541854
FirstDigitTouch,Replace,False,12,2,26.369713832934995
FirstDigitTouch,Replace,False,12,3,32.20112095878446
FirstDigitTouch,Replace,False,12,4,27.747108632889354
FirstDigitTouch,Replace,False,12,5,40.83774579083599
FirstDigitTouch,Replace,False,12,6,33.91176909330904
FirstDigitTouch,Replace,False,12,7,29.47232685554055
FirstDigitTouch,Replace,False,12,8,27.96136015142857
FirstDigitTouch,Replace,False,12,9,28.825661216738794
FirstDigitTouch,Replace,False,12,10,31.415307368674966
FirstDigitTouch,Replace,False,12,11,28.415889188931956
FirstDigitTouch,Replace,False,7,1,29.341366721814506
FirstDigitTouch,Replace,False,7,2,24.52758062244213
FirstDigitTouch,Replace,False,7,3,29.462368817871734
FirstDigitTouch,Replace,False,7,4,24.748174247096344
FirstDigitTouch,Replace,False,7,5,39.6564368791798
FirstDigitTouch,Replace,False,7,6,30.77058394506274
FirstDigitTouch,Replace,False,7,8,33.236285348164444
FirstDigitTouch,Replace,False,7,9,28.605344107985033
FirstDigitTouch,Replace,False,7,10,30.131865947194598
FirstDigitTouch,Replace,False,7,11,26.150681093390585
FirstDigitTouch,Replace,False,7,12,28.165333398950224
FirstDigitTouch,Replace,False,1,2,20.64199133960927
FirstDigitTouch,Replace,False,1,3,31.816324476306907
FirstDigitTouch,Replace,False,1,4,22.66898067272307
FirstDigitTouch,Replace,False,1,5,38.77996183790969
FirstDigitTouch,Replace,False,1,6,27.207701932289567
FirstDigitTouch,Replace,False,1,7,24.62789744766345
FirstDigitTouch,Replace,False,1,8,26.646448043557694
FirstDigitTouch,Replace,False,1,9,29.327993832119866
FirstDigitTouch,Replace,False,1,10,28.50206164489411
FirstDigitTouch,Replace,False,1,11,28.194284688390205
FirstDigitTouch,Replace,False,1,12,24.438437512834923
FirstDigitTouch,Replace,False,4,1,28.287710932070702
FirstDigitTouch,Replace,False,4,2,24.996119421981025
FirstDigitTouch,Replace,False,4,3,26.04179208818638
FirstDigitTouch,Replace,False,4,5,36.425350048495545
FirstDigitTouch,Replace,False,4,6,28.309717807912662
FirstDigitTouch,Replace,False,4,7,22.74769815405597
FirstDigitTouch,Replace,False,4,8,29.259497341904506
FirstDigitTouch,Replace,False,4,9,26.035452021265154
FirstDigitTouch,Replace,False,4,10,28.049834072335965
FirstDigitTouch,Replace,False,4,11,23.759685864840222
FirstDigitTouch,Replace,False,4,12,25.315654199274007
FirstDigitTouch,Replace,False,6,1,31.498257924435308
FirstDigitTouch,Replace,False,6,2,28.006805414254405
FirstDigitTouch,Replace,False,6,3,37.37646077091987
FirstDigitTouch,Replace,False,6,4,28.54078615594425
FirstDigitTouch,Replace,False,6,5,44.59061325943742
FirstDigitTouch,Replace,False,6,7,25.7722280626912
FirstDigitTouch,Replace,False,6,8,37.78909000473015
FirstDigitTouch,Replace,False,6,9,37.57301610426321
FirstDigitTouch,Replace,False,6,10,32.989121677717144
FirstDigitTouch,Replace,False,6,11,35.45221292040736
FirstDigitTouch,Replace,False,6,12,34.42556612627038
FirstDigitTouch,Replace,False,9,1,27.513842066439743
FirstDigitTouch,Replace,False,9,2,21.86694215285057
FirstDigitTouch,Replace,False,9,3,30.941638515788096
FirstDigitTouch,Replace,False,9,4,20.379019473011937
FirstDigitTouch,Replace,False,9,5,38.44561233791092
FirstDigitTouch,Replace,False,9,6,22.937748472718827
FirstDigitTouch,Replace,False,9,7,22.930046479797767
FirstDigitTouch,Replace,False,9,8,28.63430258994815
FirstDigitTouch,Replace,False,9,10,28.948109368575295
FirstDigitTouch,Replace,False,9,11,27.799385607939406
FirstDigitTouch,Replace,False,9,12,27.057562235666634
FirstDigitTouch,Replace,False,10,1,27.06064921622466
FirstDigitTouch,Replace,False,10,2,22.467676948548934
FirstDigitTouch,Replace,False,10,3,29.860227973453167
FirstDigitTouch,Replace,False,10,4,23.70696268993574
FirstDigitTouch,Replace,False,10,5,39.114287543220286
FirstDigitTouch,Replace,False,10,6,28.976465701788047
FirstDigitTouch,Replace,False,10,7,29.63452093580159
FirstDigitTouch,Replace,False,10,8,27.282784112009118
FirstDigitTouch,Replace,False,10,9,25.290804866293808
FirstDigitTouch,Replace,False,10,11,26.079132081308593
FirstDigitTouch,Replace,False,10,12,25.35631928813938
HandStart,BothReleased,False,2,1,26.222856773606356
HandStart,BothReleased,False,2,3,26.198852703755573
HandStart,BothReleased,False,2,4,26.26718343367394
HandStart,BothReleased,False,2,5,34.6059525037756
HandStart,BothReleased,False,2,6,34.064415886412995
HandStart,BothReleased,False,2,7,25.415768321850795
HandStart,BothReleased,False,2,8,30.40161127653876
HandStart,BothReleased,False,2,9,28.050651075658926
HandStart,BothReleased,False,2,10,28.490908985538404
HandStart,BothReleased,False,2,11,31.431243956812963
HandStart,BothReleased,False,2,12,27.44509052834294
HandStart,BothReleased,False,3,1,24.492024940571557
HandStart,BothReleased,False,3,2,32.59118043067247
HandStart,BothReleased,False,3,4,26.874301529610175
HandStart,BothReleased,False,3,5,39.0855800133143
HandStart,BothReleased,False,3,6,37.1343520207539
HandStart,BothReleased,False,3,7,30.333109077941923
HandStart,BothReleased,False,3,8,35.12461834557847
HandStart,BothReleased,False,3,9,23.89776908813332
HandStart,BothReleased,False,3,10,28.876281282741175
HandStart,BothReleased,False,3,11,28.192989193017837
HandStart,BothReleased,False,3,12,28.079741064191083
HandStart,BothReleased,False,8,1,39.614609835549466
HandStart,BothReleased,False,8,2,47.57155814363715
HandStart,BothReleased,False,8,3,44.45637260044584
HandStart,BothReleased,False,8,4,41.94229955821524
HandStart,BothReleased,False,8,5,50.503051847547006
HandStart,BothReleased,False,8,6,55.65598887564667
HandStart,BothReleased,False,8,7,47.4793341991754
HandStart,BothReleased,False,8,9,35.70883317600487
HandStart,BothReleased,False,8,10,46.28612263639931
HandStart,BothReleased,False,8,11,47.29918580971698
HandStart,BothReleased,False,8,12,42.949084901618036
HandStart,BothReleased,False,9,1,42.81647973138332
HandStart,BothReleased,False,9,2,49.16779311697118
HandStart,BothReleased,False,9,3,43.851405150414315
HandStart,BothReleased,False,9,4,42.6139819819445
HandStart,BothReleased,False,9,5,45.65675389056069
HandStart,BothReleased,False,9,6,53.1286774127415
HandStart,BothReleased,False,9,7,44.65137403407679
HandStart,BothReleased,False,9,8,53.40098599577822
HandStart,BothReleased,False,9,10,41.84732756178959
HandStart,BothReleased,False,9,11,42.06442166738187
HandStart,BothReleased,False,9,12,45.09074728945268
HandStart,BothReleased,False,7,1,27.727604604830837
HandStart,BothReleased,False,7,2,31.27550436614024
HandStart,BothReleased,False,7,3,33.087462000261475
HandStart,BothReleased,False,7,4,29.181704617185552
HandStart,BothReleased,False,7,5,39.81373380184528
HandStart,BothReleased,False,7,6,30.864832971400105
HandStart,BothReleased,False,7,8,35.5627147736278
HandStart,BothReleased,False,7,9,35.8386135450232
HandStart,BothReleased,False,7,10,35.28863633171676
HandStart,BothReleased,False,7,11,27.275768510028016
HandStart,BothReleased,False,7,12,32.300826985732364
HandStart,BothReleased,False,11,1,23.185670707519034
HandStart,BothReleased,False,11,2,28.0613684050363
HandStart,BothReleased,False,11,3,27.996648328678788
HandStart,BothReleased,False,11,4,23.31430253795872
HandStart,BothReleased,False,11,5,34.438190242499566
HandStart,BothReleased,False,11,6,28.59638683655095
HandStart,BothReleased,False,11,7,22.913555332518694
HandStart,BothReleased,False,11,8,32.37111806834074
HandStart,BothReleased,False,11,9,26.409601736424644
HandStart,BothReleased,False,11,10,27.539002528768336
HandStart,BothReleased,False,11,12,26.72441368884645
HandStart,BothReleased,False,1,2,31.722220555660904
HandStart,BothReleased,False,1,3,31.077102383433616
HandStart,BothReleased,False,1,4,29.17136069137009
HandStart,BothReleased,False,1,5,38.7527386959771
HandStart,BothReleased,False,1,6,36.16653085202495
HandStart,BothReleased,False,1,7,28.372431260876652
HandStart,BothReleased,False,1,8,35.76461181114075
HandStart,BothReleased,False,1,9,27.61845186921775
HandStart,BothReleased,False,1,10,31.411561369393514
HandStart,BothReleased,False,1,11,34.38492388986482
HandStart,BothReleased,False,1,12,31.566856989239497
HandStart,BothReleased,False,4,1,31.66254233437292
HandStart,BothReleased,False,4,2,33.73065616774866
HandStart,BothReleased,False,4,3,27.229072303781525
HandStart,BothReleased,False,4,5,39.60843243553397
HandStart,BothReleased,False,4,6,42.158595046402795
HandStart,BothReleased,False,4,7,33.176832144264274
HandStart,BothReleased,False,4,8,34.49531584642668
HandStart,BothReleased,False,4,9,27.282088684587578
HandStart,BothReleased,False,4,10,30.52064325177465
HandStart,BothReleased,False,4,11,34.633135783191214
HandStart,BothReleased,False,4,12,28.402508570798236
HandStart,BothReleased,False,5,1,32.53970917109983
HandStart,BothReleased,False,5,2,38.19625247411672
HandStart,BothReleased,False,5,3,32.005769776372944
HandStart,BothReleased,False,5,4,34.14448279782779
HandStart,BothReleased,False,5,6,45.013314844019796
HandStart,BothReleased,False,5,7,35.869606434946526
HandStart,BothReleased,False,5,8,42.768899835015006
HandStart,BothReleased,False,5,9,30.89846806204887
HandStart,BothReleased,False,5,10,34.71151319734181
HandStart,BothReleased,False,5,11,35.80850915563095
HandStart,BothReleased,False,5,12,34.50461874254157
HandStart,BothReleased,False,10,1,28.509817244258006
HandStart,BothReleased,False,10,2,30.376221944121365
HandStart,BothReleased,False,10,3,31.41825424900936
HandStart,BothReleased,False,10,4,30.58191488428738
HandStart,BothReleased,False,10,5,40.23596804260175
HandStart,BothReleased,False,10,6,41.20893297897373
HandStart,BothReleased,False,10,7,33.22489029841017
HandStart,BothReleased,False,10,8,33.74550483480338
HandStart,BothReleased,False,10,9,26.327909963990834
HandStart,BothReleased,False,10,11,37.99567762999704
HandStart,BothReleased,False,10,12,29.154812062945727
HandStart,BothReleased,False,6,1,32.803016709185115
HandStart,BothReleased,False,6,2,29.316502534578934
HandStart,BothReleased,False,6,3,37.00306685459752
HandStart,BothReleased,False,6,4,32.709670242901346
HandStart,BothReleased,False,6,5,40.890819812625466
HandStart,BothReleased,False,6,7,27.98504732264293
HandStart,BothReleased,False,6,8,31.93521670202295
HandStart,BothReleased,False,6,9,43.775379358859574
HandStart,BothReleased,False,6,10,36.709715920464525
HandStart,BothReleased,False,6,11,38.12338668227512
HandStart,BothReleased,False,6,12,36.2626511550824
HandStart,BothReleased,False,12,1,29.114020682969443
HandStart,BothReleased,False,12,2,34.86034320070517
HandStart,BothReleased,False,12,3,26.336150195162034
HandStart,BothReleased,False,12,4,32.69524019080045
HandStart,BothReleased,False,12,5,37.73013485966852
HandStart,BothReleased,False,12,6,43.21535184718829
HandStart,BothReleased,False,12,7,34.610840812863394
HandStart,BothReleased,False,12,8,36.86655184370282
HandStart,BothReleased,False,12,9,26.31393502896063
HandStart,BothReleased,False,12,10,33.027154568530996
HandStart,BothReleased,False,12,11,37.68256472217218
HandStart,BothStartLoadPhase,False,1,2,30.400319435171372
HandStart,BothStartLoadPhase,False,1,3,32.69761597879296
HandStart,BothStartLoadPhase,False,1,4,27.647591026690733
HandStart,BothStartLoadPhase,False,1,5,36.43197412015942
HandStart,BothStartLoadPhase,False,1,6,28.089165796103313
HandStart,BothStartLoadPhase,False,1,7,28.11846580251293
HandStart,BothStartLoadPhase,False,1,8,36.124522892127295
HandStart,BothStartLoadPhase,False,1,9,31.08062032943884
HandStart,BothStartLoadPhase,False,1,10,31.098551401953472
HandStart,BothStartLoadPhase,False,1,11,28.82817541507523
HandStart,BothStartLoadPhase,False,1,12,31.120139181190964
HandStart,BothStartLoadPhase,False,5,1,40.234101623232974
HandStart,BothStartLoadPhase,False,5,2,39.90142101145906
HandStart,BothStartLoadPhase,False,5,3,38.77838773037525
HandStart,BothStartLoadPhase,False,5,4,35.054166380894515
HandStart,BothStartLoadPhase,False,5,6,33.935459834866776
HandStart,BothStartLoadPhase,False,5,7,36.44651175086519
HandStart,BothStartLoadPhase,False,5,8,39.460069480659655
HandStart,BothStartLoadPhase,False,5,9,30.26638976816851
HandStart,BothStartLoadPhase,False,5,10,36.06299605254128
HandStart,BothStartLoadPhase,False,5,11,31.731984140736483
HandStart,BothStartLoadPhase,False,5,12,37.10088090117906
HandStart,BothStartLoadPhase,False,4,1,33.98762626038689
HandStart,BothStartLoadPhase,False,4,2,35.277470508656045
HandStart,BothStartLoadPhase,False,4,3,33.320531525909054
HandStart,BothStartLoadPhase,False,4,5,35.07924727863535
HandStart,BothStartLoadPhase,False,4,6,31.648323250300997
HandStart,BothStartLoadPhase,False,4,7,34.3213910217323
HandStart,BothStartLoadPhase,False,4,8,36.260152660687226
HandStart,BothStartLoadPhase,False,4,9,25.471359817227842
HandStart,BothStartLoadPhase,False,4,10,31.91501397253294
HandStart,BothStartLoadPhase,False,4,11,28.421101569866522
HandStart,BothStartLoadPhase,False,4,12,30.697941804275423
HandStart,BothStartLoadPhase,False,3,1,30.115980715682735
HandStart,BothStartLoadPhase,False,3,2,31.11535070351208
HandStart,BothStartLoadPhase,False,3,4,26.46898113897356
HandStart,BothStartLoadPhase,False,3,5,33.696189807924675
HandStart,BothStartLoadPhase,False,3,6,25.288785850458705
HandStart,BothStartLoadPhase,False,3,7,27.872506080881827
HandStart,BothStartLoadPhase,False,3,8,33.34630244236619
HandStart,BothStartLoadPhase,False,3,9,25.487791655074066
HandStart,BothStartLoadPhase,False,3,10,27.186856585732535
HandStart,BothStartLoadPhase,False,3,11,24.53830768612851
HandStart,BothStartLoadPhase,False,3,12,30.724578364681403
HandStart,BothStartLoadPhase,False,9,1,47.74145947259213
HandStart,BothStartLoadPhase,False,9,2,48.58284997845255
HandStart,BothStartLoadPhase,False,9,3,47.00579472253148
HandStart,BothStartLoadPhase,False,9,4,43.08065049261454
HandStart,BothStartLoadPhase,False,9,5,50.36913328301385
HandStart,BothStartLoadPhase,False,9,6,40.94880861229586
HandStart,BothStartLoadPhase,False,9,7,45.328959656249815
HandStart,BothStartLoadPhase,False,9,8,48.44534290285715
HandStart,BothStartLoadPhase,False,9,10,46.28310052821793
HandStart,BothStartLoadPhase,False,9,11,38.093959451604356
HandStart,BothStartLoadPhase,False,9,12,46.60510132987061
HandStart,BothStartLoadPhase,False,2,1,28.840561437764826
HandStart,BothStartLoadPhase,False,2,3,28.361237083403743
HandStart,BothStartLoadPhase,False,2,4,24.251387140560166
HandStart,BothStartLoadPhase,False,2,5,30.987194802748864
HandStart,BothStartLoadPhase,False,2,6,25.573307751283746
HandStart,BothStartLoadPhase,False,2,7,27.486232635697704
HandStart,BothStartLoadPhase,False,2,8,31.0814370724387
HandStart,BothStartLoadPhase,False,2,9,25.780825714633433
HandStart,BothStartLoadPhase,False,2,10,30.112679618943062
HandStart,BothStartLoadPhase,False,2,11,25.158082197998677
HandStart,BothStartLoadPhase,False,2,12,26.253466402342333
HandStart,BothStartLoadPhase,False,10,1,34.14463618782749
HandStart,BothStartLoadPhase,False,10,2,30.182084563849823
HandStart,BothStartLoadPhase,False,10,3,33.73706955008394
HandStart,BothStartLoadPhase,False,10,4,30.70411235596282
HandStart,BothStartLoadPhase,False,10,5,36.45063234784739
HandStart,BothStartLoadPhase,False,10,6,30.526063652782994
HandStart,BothStartLoadPhase,False,10,7,33.06605803785261
HandStart,BothStartLoadPhase,False,10,8,35.71568833635473
HandStart,BothStartLoadPhase,False,10,9,29.588846349693267
HandStart,BothStartLoadPhase,False,10,11,28.488737375617227
HandStart,BothStartLoadPhase,False,10,12,30.571682287013424
HandStart,BothStartLoadPhase,False,8,1,48.18892045531722
HandStart,BothStartLoadPhase,False,8,2,43.45362260508252
HandStart,BothStartLoadPhase,False,8,3,45.403250191316786
HandStart,BothStartLoadPhase,False,8,4,44.1126709026433
HandStart,BothStartLoadPhase,False,8,5,49.53223412428784
HandStart,BothStartLoadPhase,False,8,6,41.65641086696854
HandStart,BothStartLoadPhase,False,8,7,45.65549715376526
HandStart,BothStartLoadPhase,False,8,9,42.58649751919105
HandStart,BothStartLoadPhase,False,8,10,41.694797648627286
HandStart,BothStartLoadPhase,False,8,11,43.58514880879037
HandStart,BothStartLoadPhase,False,8,12,45.459096165686105
HandStart,BothStartLoadPhase,False,6,1,28.300757190397704
HandStart,BothStartLoadPhase,False,6,2,31.72718204873218
HandStart,BothStartLoadPhase,False,6,3,32.84880196973457
HandStart,BothStartLoadPhase,False,6,4,30.30361354906217
HandStart,BothStartLoadPhase,False,6,5,39.71737786776063
HandStart,BothStartLoadPhase,False,6,7,27.024038100631472
HandStart,BothStartLoadPhase,False,6,8,34.19608704889604
HandStart,BothStartLoadPhase,False,6,9,44.29463695491799
HandStart,BothStartLoadPhase,False,6,10,36.212492502325524
HandStart,BothStartLoadPhase,False,6,11,35.431602246331295
HandStart,BothStartLoadPhase,False,6,12,33.09313107032522
HandStart,BothStartLoadPhase,False,12,1,34.665819748546824
HandStart,BothStartLoadPhase,False,12,2,32.75986574877995
HandStart,BothStartLoadPhase,False,12,3,32.60584858257133
HandStart,BothStartLoadPhase,False,12,4,32.1706693409025
HandStart,BothStartLoadPhase,False,12,5,34.80962984483127
HandStart,BothStartLoadPhase,False,12,6,32.09213747123501
HandStart,BothStartLoadPhase,False,12,7,34.09900805845556
HandStart,BothStartLoadPhase,False,12,8,34.91837794877188
HandStart,BothStartLoadPhase,False,12,9,27.10795984685021
HandStart,BothStartLoadPhase,False,12,10,30.70559677005558
HandStart,BothStartLoadPhase,False,12,11,30.765844601351393
517
HandStart,BothStartLoadPhase,False,7,1,31.598848319314282
HandStart,BothStartLoadPhase,False,7,2,31.814752768310598
HandStart,BothStartLoadPhase,False,7,3,31.888849444588203
HandStart,BothStartLoadPhase,False,7,4,27.82600080838863
HandStart,BothStartLoadPhase,False,7,5,37.53301719067536
HandStart,BothStartLoadPhase,False,7,6,28.67045568108984
HandStart,BothStartLoadPhase,False,7,8,33.78040880350126
HandStart,BothStartLoadPhase,False,7,9,34.18846126721427
HandStart,BothStartLoadPhase,False,7,10,36.08697355011272
HandStart,BothStartLoadPhase,False,7,11,32.51102940340023
HandStart,BothStartLoadPhase,False,7,12,31.389024172339116
HandStart,FirstDigitTouch,False,1,2,30.69924572320445
HandStart,FirstDigitTouch,False,1,3,29.861022327406765
HandStart,FirstDigitTouch,False,1,4,30.306848135826954
HandStart,FirstDigitTouch,False,1,5,41.57656015673279
HandStart,FirstDigitTouch,False,1,6,32.763651296643076
HandStart,FirstDigitTouch,False,1,7,28.265735884329835
HandStart,FirstDigitTouch,False,1,8,33.805866150893735
HandStart,FirstDigitTouch,False,1,9,31.861792922761754
HandStart,FirstDigitTouch,False,1,10,29.588420722708587
HandStart,FirstDigitTouch,False,1,11,30.06536416280685
HandStart,FirstDigitTouch,False,1,12,33.80636133210551
HandStart,FirstDigitTouch,False,3,1,28.89667274041356
HandStart,FirstDigitTouch,False,3,2,31.311789221760563
HandStart,FirstDigitTouch,False,3,4,27.702026080966963
HandStart,FirstDigitTouch,False,3,5,37.09757812459871
HandStart,FirstDigitTouch,False,3,6,36.95336064571989
HandStart,FirstDigitTouch,False,3,7,27.49285735402706
HandStart,FirstDigitTouch,False,3,8,34.82229940960429
HandStart,FirstDigitTouch,False,3,9,29.731288642416835
HandStart,FirstDigitTouch,False,3,10,27.38370612524072
HandStart,FirstDigitTouch,False,3,11,26.387009431093194
HandStart,FirstDigitTouch,False,3,12,30.040313781783404
HandStart,FirstDigitTouch,False,10,1,31.10056689591956
HandStart,FirstDigitTouch,False,10,2,32.08981048619495
HandStart,FirstDigitTouch,False,10,3,28.942171693085132
HandStart,FirstDigitTouch,False,10,4,32.2719068158812
HandStart,FirstDigitTouch,False,10,5,40.28798571063596
HandStart,FirstDigitTouch,False,10,6,41.09453385095116
HandStart,FirstDigitTouch,False,10,7,34.90136049910938
HandStart,FirstDigitTouch,False,10,8,33.99887847576222
HandStart,FirstDigitTouch,False,10,9,36.04747582921278
HandStart,FirstDigitTouch,False,10,11,30.871129902118664
HandStart,FirstDigitTouch,False,10,12,31.62788400499084
HandStart,FirstDigitTouch,False,4,1,35.03260934624484
HandStart,FirstDigitTouch,False,4,2,33.363140815023065
HandStart,FirstDigitTouch,False,4,3,31.61493650306079
HandStart,FirstDigitTouch,False,4,5,39.17185608650391
HandStart,FirstDigitTouch,False,4,6,41.749674205137346
HandStart,FirstDigitTouch,False,4,7,32.95515621823073
HandStart,FirstDigitTouch,False,4,8,40.16939080084385
HandStart,FirstDigitTouch,False,4,9,35.069140746468655
HandStart,FirstDigitTouch,False,4,10,32.32814211994761
HandStart,FirstDigitTouch,False,4,11,33.991956891835045
HandStart,FirstDigitTouch,False,4,12,33.15309912347839
HandStart,FirstDigitTouch,False,8,1,41.85692600916872
HandStart,FirstDigitTouch,False,8,2,43.972060255932526
HandStart,FirstDigitTouch,False,8,3,39.73730421135351
HandStart,FirstDigitTouch,False,8,4,47.79412298966355
HandStart,FirstDigitTouch,False,8,5,54.92979611318064
HandStart,FirstDigitTouch,False,8,6,53.851538602980405
HandStart,FirstDigitTouch,False,8,7,44.40518086782892
HandStart,FirstDigitTouch,False,8,9,48.76146529689321
HandStart,FirstDigitTouch,False,8,10,42.55397207035787
HandStart,FirstDigitTouch,False,8,11,47.398951020108115
HandStart,FirstDigitTouch,False,8,12,45.66068886433285
HandStart,FirstDigitTouch,False,5,1,38.84718475005103
HandStart,FirstDigitTouch,False,5,2,38.74856730286412
HandStart,FirstDigitTouch,False,5,3,34.51639818670315
HandStart,FirstDigitTouch,False,5,4,33.48555723137646
HandStart,FirstDigitTouch,False,5,6,42.253284501540335
HandStart,FirstDigitTouch,False,5,7,36.24042484708615
HandStart,FirstDigitTouch,False,5,8,42.428931766720645
HandStart,FirstDigitTouch,False,5,9,36.79693897435925
HandStart,FirstDigitTouch,False,5,10,36.09806692605379
HandStart,FirstDigitTouch,False,5,11,33.994580844308345
HandStart,FirstDigitTouch,False,5,12,38.25513327718874
HandStart,FirstDigitTouch,False,2,1,28.400541458832826
HandStart,FirstDigitTouch,False,2,3,28.06782861220715
HandStart,FirstDigitTouch,False,2,4,23.480325627741156
HandStart,FirstDigitTouch,False,2,5,35.08480925920896
HandStart,FirstDigitTouch,False,2,6,33.226756327887095
HandStart,FirstDigitTouch,False,2,7,28.96805191687642
HandStart,FirstDigitTouch,False,2,8,33.07863624402304
HandStart,FirstDigitTouch,False,2,9,26.95861687410059
HandStart,FirstDigitTouch,False,2,10,30.672427026079532
HandStart,FirstDigitTouch,False,2,11,28.14506110154472
HandStart,FirstDigitTouch,False,2,12,30.308358764303737
HandStart,FirstDigitTouch,False,11,1,26.56303075660903
HandStart,FirstDigitTouch,False,11,2,27.25468834193832
HandStart,FirstDigitTouch,False,11,3,28.012097571375634
HandStart,FirstDigitTouch,False,11,4,24.043866220839174
HandStart,FirstDigitTouch,False,11,5,37.7319216990056
HandStart,FirstDigitTouch,False,11,6,28.772572373057866
HandStart,FirstDigitTouch,False,11,7,24.351123102491634
HandStart,FirstDigitTouch,False,11,8,31.649479976554776
HandStart,FirstDigitTouch,False,11,9,24.21022855284364
HandStart,FirstDigitTouch,False,11,10,27.707073015956805
HandStart,FirstDigitTouch,False,11,12,32.19213909295948
HandStart,FirstDigitTouch,False,7,1,31.146574347164076
HandStart,FirstDigitTouch,False,7,2,29.976995028331874
HandStart,FirstDigitTouch,False,7,3,33.7920774888794
HandStart,FirstDigitTouch,False,7,4,28.922953308646466
HandStart,FirstDigitTouch,False,7,5,40.16718992750256
HandStart,FirstDigitTouch,False,7,6,31.145666866836873
HandStart,FirstDigitTouch,False,7,8,36.563805088451296
HandStart,FirstDigitTouch,False,7,9,27.67891848774232
HandStart,FirstDigitTouch,False,7,10,35.04116734239905
HandStart,FirstDigitTouch,False,7,11,28.19682373298473
HandStart,FirstDigitTouch,False,7,12,36.329366536323796
HandStart,FirstDigitTouch,False,12,1,33.4172856968461
HandStart,FirstDigitTouch,False,12,2,33.78464951227383
HandStart,FirstDigitTouch,False,12,3,28.560507897950018
HandStart,FirstDigitTouch,False,12,4,30.888665843854834
HandStart,FirstDigitTouch,False,12,5,36.60837494870063
HandStart,FirstDigitTouch,False,12,6,42.591244773657166
HandStart,FirstDigitTouch,False,12,7,32.72651260747227
HandStart,FirstDigitTouch,False,12,8,37.269706238603945
HandStart,FirstDigitTouch,False,12,9,36.39871773618277
HandStart,FirstDigitTouch,False,12,10,31.761675641529852
HandStart,FirstDigitTouch,False,12,11,34.112911424886875
